gw,element,name,position,team_name,value,pred_points,actual_points,minutes,in_xi,is_captain,is_vice,bench_priority
19,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.12493972,0.0,0.0,0,0,0,2
19,473,Ross Stewart,FWD,Southampton,44.0,0.090544984,0.0,0.0,0,0,0,3
20,15,David Raya Martin,GK,Arsenal,56.0,3.8195543,3.0,90.0,1,0,0,0
20,399,Lewis Hall,DEF,Newcastle,48.0,3.9541166,2.0,90.0,1,0,0,0
20,18,William Saliba,DEF,Arsenal,63.0,3.8416173,2.0,90.0,1,0,0,0
20,255,Antonee Robinson,DEF,Fulham,50.0,3.551529,1.0,90.0,1,0,0,0
20,350,Joško Gvardiol,DEF,Man City,60.0,3.5018866,2.0,90.0,1,0,0,0
20,328,Mohamed Salah,MID,Liverpool,136.0,6.8367553,7.0,90.0,1,1,0,0
20,182,Cole Palmer,MID,Chelsea,114.0,5.8926196,10.0,90.0,1,0,1,0
20,247,Alex Iwobi,MID,Fulham,59.0,3.490022,2.0,62.0,1,0,0,0
20,494,James Maddison,MID,Spurs,77.0,1.9978056,1.0,28.0,1,0,0,0
20,401,Alexander Isak,FWD,Newcastle,92.0,5.157079,7.0,85.0,1,0,0,0
20,447,Chris Wood,FWD,Nott'm Forest,68.0,3.8405495,8.0,87.0,1,0,0,0
20,55,Viljami Sinisalo,GK,Aston Villa,40.0,-0.06935474,0.0,0.0,0,0,0,0
20,594,Noussair Mazraoui,DEF,Man Utd,45.0,1.2235398,1.0,90.0,0,0,0,1
20,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.085785076,0.0,0.0,0,0,0,3
20,473,Ross Stewart,FWD,Southampton,44.0,0.18980205,0.0,0.0,0,0,0,2
21,15,David Raya Martin,GK,Arsenal,56.0,3.8763437,2.0,90.0,1,0,0,0
21,399,Lewis Hall,DEF,Newcastle,49.0,4.1083517,6.0,90.0,1,0,0,0
21,18,William Saliba,DEF,Arsenal,63.0,4.0090594,2.0,90.0,1,0,0,0
21,594,Noussair Mazraoui,DEF,Man Utd,44.0,3.2940288,2.0,82.0,1,0,0,0
21,255,Antonee Robinson,DEF,Fulham,50.0,3.0169353,7.0,90.0,1,0,0,0
21,350,Joško Gvardiol,DEF,Man City,60.0,2.9819098,1.0,90.0,1,0,0,0
21,182,Cole Palmer,MID,Chelsea,114.0,6.0617127,10.0,90.0,1,1,0,0
21,328,Mohamed Salah,MID,Liverpool,137.0,5.82177,2.0,90.0,1,0,1,0
21,99,Bryan Mbeumo,MID,Brentford,78.0,4.3351064,2.0,90.0,1,0,0,0
21,401,Alexander Isak,FWD,Newcastle,93.0,5.1462617,16.0,77.0,1,0,0,0
21,447,Chris Wood,FWD,Nott'm Forest,68.0,3.4784415,9.0,89.0,1,0,0,0
21,55,Viljami Sinisalo,GK,Aston Villa,40.0,0.11681427,0.0,0.0,0,0,0,0
21,247,Alex Iwobi,MID,Fulham,59.0,2.6349382,15.0,84.0,0,0,0,1
21,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.04269301,0.0,0.0,0,0,0,3
21,473,Ross Stewart,FWD,Southampton,44.0,0.063784525,0.0,0.0,0,0,0,2
22,15,David Raya Martin,GK,Arsenal,56.0,3.6898282,1.0,90.0,1,0,0,0
22,422,Ola Aina,DEF,Nott'm Forest,53.0,4.8064976,4.0,90.0,1,0,0,0
22,399,Lewis Hall,DEF,Newcastle,50.0,3.9080546,4.0,65.0,1,0,0,0
22,255,Antonee Robinson,DEF,Fulham,51.0,3.8802967,8.0,90.0,1,0,0,0
22,18,William Saliba,DEF,Arsenal,63.0,3.7667506,0.0,0.0,1,0,0,0
22,182,Cole Palmer,MID,Chelsea,114.0,6.2449374,2.0,83.0,1,1,0,0
22,328,Mohamed Salah,MID,Liverpool,137.0,6.023284,3.0,90.0,1,0,1,0
22,99,Bryan Mbeumo,MID,Brentford,78.0,4.2548776,2.0,90.0,1,0,0,0
22,247,Alex Iwobi,MID,Fulham,59.0,4.0747385,1.0,45.0,1,0,0,0
22,401,Alexander Isak,FWD,Newcastle,94.0,5.1959863,2.0,90.0,1,0,0,0
22,447,Chris Wood,FWD,Nott'm Forest,70.0,5.027965,12.0,82.0,1,0,0,0
22,55,Viljami Sinisalo,GK,Aston Villa,40.0,0.10380993,0.0,0.0,0,0,0,0
22,594,Noussair Mazraoui,DEF,Man Utd,44.0,2.356083,1.0,83.0,0,0,0,1
22,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.055800416,0.0,0.0,0,0,0,3
22,473,Ross Stewart,FWD,Southampton,44.0,0.13231151,0.0,0.0,0,0,0,2
23,15,David Raya Martin,GK,Arsenal,56.0,3.5778008,9.0,90.0,1,0,0,0
23,399,Lewis Hall,DEF,Newcastle,51.0,4.106209,2.0,90.0,1,0,0,0
23,422,Ola Aina,DEF,Nott'm Forest,54.0,3.7468185,1.0,78.0,1,0,0,0
23,255,Antonee Robinson,DEF,Fulham,51.0,3.7381477,2.0,90.0,1,0,0,0
23,326,Ibrahima Konaté,DEF,Liverpool,52.0,3.3737237,5.0,90.0,1,0,0,0
23,328,Mohamed Salah,MID,Liverpool,137.0,6.9249835,8.0,90.0,1,1,0,0
23,182,Cole Palmer,MID,Chelsea,113.0,5.044125,2.0,90.0,1,0,0,0
23,99,Bryan Mbeumo,MID,Brentford,78.0,4.0549765,7.0,90.0,1,0,0,0
23,247,Alex Iwobi,MID,Fulham,59.0,3.3381376,2.0,90.0,1,0,0,0
23,401,Alexander Isak,FWD,Newcastle,95.0,5.303431,13.0,78.0,1,0,1,0
23,447,Chris Wood,FWD,Nott'm Forest,71.0,3.7256005,2.0,90.0,1,0,0,0
23,55,Viljami Sinisalo,GK,Aston Villa,40.0,-0.061253324,0.0,0.0,0,0,0,0
23,594,Noussair Mazraoui,DEF,Man Utd,44.0,1.6507999,6.0,80.0,0,0,0,1
23,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.09212724,0.0,0.0,0,0,0,3
23,473,Ross Stewart,FWD,Southampton,44.0,0.11125468,0.0,0.0,0,0,0,2
24,235,Jordan Pickford,GK,Everton,51.0,16.1787862,20.0,360.0,1,0,0,0
24,311,Trent Alexander-Arnold,DEF,Liverpool,74.0,18.572877,14.0,196.0,1,0,1,0
24,231,Vitalii Mykolenko,DEF,Everton,44.0,13.9318612,14.0,354.0,1,0,0,0
24,422,Ola Aina,DEF,Nott'm Forest,54.0,3.5891674,6.0,90.0,1,0,0,0
24,399,Lewis Hall,DEF,Newcastle,51.0,3.5254402,1.0,86.0,1,0,0,0
24,328,Mohamed Salah,MID,Liverpool,137.0,25.466537000000002,58.0,354.0,1,1,0,0
24,222,Idrissa Gueye,MID,Everton,48.0,12.5908756,8.0,332.0,1,0,0,0
24,182,Cole Palmer,MID,Chelsea,113.0,6.141711,6.0,89.0,1,0,0,0
24,99,Bryan Mbeumo,MID,Brentford,79.0,4.535226,2.0,90.0,1,0,0,0
24,321,Cody Gakpo,FWD,Liverpool,76.0,16.853971199999997,14.0,274.0,1,0,0,0
24,401,Alexander Isak,FWD,Newcastle,95.0,5.07425,2.0,90.0,1,0,0,0
24,55,Viljami Sinisalo,GK,Aston Villa,40.0,-0.005895734,0.0,0.0,0,0,0,0
24,594,Noussair Mazraoui,DEF,Man Utd,43.0,2.4433594,2.0,69.0,0,0,0,1
24,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.020647213,0.0,0.0,0,0,0,3
24,473,Ross Stewart,FWD,Southampton,44.0,0.059355214,0.0,0.0,0,0,0,2
25,47,Emiliano Martínez Romero,GK,Aston Villa,50.0,14.648496999999999,8.0,360.0,1,0,0,0
25,339,Virgil van Dijk,DEF,Liverpool,64.0,15.989276799999999,4.0,360.0,1,0,0,0
25,422,Ola Aina,DEF,Nott'm Forest,54.0,3.5039864,1.0,90.0,1,0,0,0
25,231,Vitalii Mykolenko,DEF,Everton,44.0,2.3605518,2.0,90.0,1,0,0,0
25,594,Noussair Mazraoui,DEF,Man Utd,43.0,2.276962,2.0,90.0,1,0,0,0
25,328,Mohamed Salah,MID,Liverpool,137.0,26.513863999999998,40.0,360.0,1,1,0,0
25,54,Morgan Rogers,MID,Aston Villa,56.0,16.2324666,8.0,360.0,1,0,0,0
25,182,Cole Palmer,MID,Chelsea,112.0,5.257151,2.0,90.0,1,0,0,0
25,99,Bryan Mbeumo,MID,Brentford,79.0,4.0359197,3.0,90.0,1,0,0,0
25,58,Ollie Watkins,FWD,Aston Villa,89.0,16.3152112,30.0,360.0,1,0,1,0
25,321,Cody Gakpo,FWD,Liverpool,76.0,12.8044356,0.0,0.0,1,0,0,0
25,235,Jordan Pickford,GK,Everton,51.0,2.582872,3.0,90.0,0,0,0,0
25,399,Lewis Hall,DEF,Newcastle,51.0,1.591475,0.0,90.0,0,0,0,1
25,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.059731066,0.0,0.0,0,0,0,2
25,473,Ross Stewart,FWD,Southampton,44.0,0.053116143,0.0,0.0,0,0,0,3
26,235,Jordan Pickford,GK,Everton,51.0,3.6754487,1.0,90.0,1,0,0,0
26,422,Ola Aina,DEF,Nott'm Forest,54.0,3.2861032,0.0,90.0,1,0,0,0
26,231,Vitalii Mykolenko,DEF,Everton,44.0,2.9997423,1.0,90.0,1,0,0,0
26,399,Lewis Hall,DEF,Newcastle,50.0,2.9311826,9.0,90.0,1,0,0,0
26,339,Virgil van Dijk,DEF,Liverpool,64.0,2.7662501,6.0,90.0,1,0,0,0
26,328,Mohamed Salah,MID,Liverpool,137.0,5.5556035,14.0,90.0,1,1,0,0
26,99,Bryan Mbeumo,MID,Brentford,79.0,4.6487246,14.0,90.0,1,0,1,0
26,182,Cole Palmer,MID,Chelsea,111.0,4.6281524,2.0,90.0,1,0,0,0
26,54,Morgan Rogers,MID,Aston Villa,57.0,2.342772,2.0,77.0,1,0,0,0
26,207,Jean-Philippe Mateta,FWD,Crystal Palace,73.0,4.18982,5.0,90.0,1,0,0,0
26,58,Ollie Watkins,FWD,Aston Villa,89.0,4.02841,2.0,76.0,1,0,0,0
26,47,Emiliano Martínez Romero,GK,Aston Villa,50.0,3.1812887,3.0,90.0,0,0,0,0
26,594,Noussair Mazraoui,DEF,Man Utd,43.0,1.92698,1.0,69.0,0,0,0,1
26,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.075082645,0.0,0.0,0,0,0,2
26,473,Ross Stewart,FWD,Southampton,44.0,0.050825834,0.0,0.0,0,0,0,3
27,235,Jordan Pickford,GK,Everton,51.0,3.077081,2.0,90.0,1,0,0,0
27,339,Virgil van Dijk,DEF,Liverpool,64.0,4.004361,7.0,90.0,1,0,0,0
27,594,Noussair Mazraoui,DEF,Man Utd,43.0,3.0766215,0.0,45.0,1,0,0,0
27,422,Ola Aina,DEF,Nott'm Forest,54.0,3.0304167,6.0,90.0,1,0,0,0
27,399,Lewis Hall,DEF,Newcastle,50.0,2.5410614,1.0,90.0,1,0,0,0
27,328,Mohamed Salah,MID,Liverpool,137.0,6.844337,6.0,90.0,1,1,0,0
27,182,Cole Palmer,MID,Chelsea,111.0,6.1712184,3.0,90.0,1,0,1,0
27,99,Bryan Mbeumo,MID,Brentford,80.0,5.1387486,5.0,90.0,1,0,0,0
27,336,Dominik Szoboszlai,MID,Liverpool,63.0,3.7855103,11.0,90.0,1,0,0,0
27,207,Jean-Philippe Mateta,FWD,Crystal Palace,74.0,4.21135,8.0,90.0,1,0,0,0
27,58,Ollie Watkins,FWD,Aston Villa,89.0,3.1022935,5.0,67.0,1,0,0,0
27,47,Emiliano Martínez Romero,GK,Aston Villa,50.0,2.4716344,1.0,45.0,0,0,0,0
27,231,Vitalii Mykolenko,DEF,Everton,44.0,2.2399783,6.0,90.0,0,0,0,1
27,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.08062179,0.0,0.0,0,0,0,2
27,473,Ross Stewart,FWD,Southampton,44.0,0.04548063,0.0,0.0,0,0,0,3
28,235,Jordan Pickford,GK,Everton,51.0,3.1235757,2.0,90.0,1,0,0,0
28,339,Virgil van Dijk,DEF,Liverpool,64.0,4.4680223,2.0,90.0,1,0,0,0
28,200,Marc Guéhi,DEF,Crystal Palace,47.0,3.5476198,5.0,90.0,1,0,0,0
28,422,Ola Aina,DEF,Nott'm Forest,53.0,3.4020088,6.0,90.0,1,0,0,0
28,231,Vitalii Mykolenko,DEF,Everton,44.0,2.6135473,2.0,90.0,1,0,0,0
28,328,Mohamed Salah,MID,Liverpool,138.0,7.0575786,15.0,90.0,1,1,0,0
28,99,Bryan Mbeumo,MID,Brentford,81.0,5.070098,2.0,90.0,1,0,1,0
28,182,Cole Palmer,MID,Chelsea,110.0,4.996868,1.0,72.0,1,0,0,0
28,336,Dominik Szoboszlai,MID,Liverpool,64.0,4.2065463,1.0,45.0,1,0,0,0
28,58,Ollie Watkins,FWD,Aston Villa,89.0,3.310896,9.0,90.0,1,0,0,0
28,207,Jean-Philippe Mateta,FWD,Crystal Palace,75.0,3.1614652,0.0,0.0,1,0,0,0
28,47,Emiliano Martínez Romero,GK,Aston Villa,50.0,2.1737428,0.0,0.0,0,0,0,0
28,594,Noussair Mazraoui,DEF,Man Utd,43.0,1.6907053,2.0,90.0,0,0,0,1
28,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,-0.0021878183,0.0,0.0,0,0,0,3
28,473,Ross Stewart,FWD,Southampton,44.0,0.07301712,0.0,0.0,0,0,0,2
29,443,Matz Sels,GK,Nott'm Forest,51.0,4.0857887,1.0,90.0,1,0,0,0
29,422,Ola Aina,DEF,Nott'm Forest,54.0,4.5108457,1.0,90.0,1,0,0,0
29,350,Joško Gvardiol,DEF,Man City,60.0,4.362904,1.0,90.0,1,0,0,0
29,533,Rayan Aït-Nouri,DEF,Wolves,48.0,3.6576972,2.0,79.0,1,0,0,0
29,231,Vitalii Mykolenko,DEF,Everton,44.0,2.8089163,2.0,90.0,1,0,0,0
29,366,Bruno Borges Fernandes,MID,Man Utd,85.0,5.2632785,17.0,90.0,1,0,1,0
29,99,Bryan Mbeumo,MID,Brentford,81.0,4.783233,6.0,90.0,1,0,0,0
29,71,Justin Kluivert,MID,Bournemouth,62.0,4.1065855,2.0,78.0,1,0,0,0
29,182,Cole Palmer,MID,Chelsea,109.0,3.6501381,0.0,0.0,1,0,0,0
29,351,Erling Haaland,FWD,Man City,147.0,5.867176,7.0,90.0,1,1,0,0
29,447,Chris Wood,FWD,Nott'm Forest,73.0,5.14093,2.0,79.0,1,0,0,0
29,235,Jordan Pickford,GK,Everton,51.0,3.4348834,3.0,90.0,0,0,0,0
29,594,Noussair Mazraoui,DEF,Man Utd,43.0,2.667542,6.0,90.0,0,0,0,1
29,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.12884685,0.0,0.0,0,0,0,2
29,473,Ross Stewart,FWD,Southampton,44.0,0.069527395,0.0,0.0,0,0,0,3
30,443,Matz Sels,GK,Nott'm Forest,51.0,3.2243152,8.0,90.0,1,0,0,0
30,350,Joško Gvardiol,DEF,Man City,60.0,4.971518,6.0,90.0,1,0,0,0
30,422,Ola Aina,DEF,Nott'm Forest,54.0,3.1827261,1.0,39.0,1,0,0,0
30,533,Rayan Aït-Nouri,DEF,Wolves,48.0,2.0127714,8.0,81.0,1,0,0,0
30,594,Noussair Mazraoui,DEF,Man Utd,43.0,1.7819068,2.0,90.0,1,0,0,0
30,231,Vitalii Mykolenko,DEF,Everton,44.0,1.1458906,2.0,90.0,1,0,0,0
30,328,Mohamed Salah,MID,Liverpool,137.0,6.751493,3.0,90.0,1,1,0,0
30,366,Bruno Borges Fernandes,MID,Man Utd,86.0,4.3954096,2.0,90.0,1,0,0,0
30,71,Justin Kluivert,MID,Bournemouth,63.0,4.2491207,0.0,0.0,1,0,0,0
30,99,Bryan Mbeumo,MID,Brentford,81.0,2.7732682,8.0,90.0,1,0,0,0
30,401,Alexander Isak,FWD,Newcastle,94.0,5.1825757,8.0,65.0,1,0,1,0
30,235,Jordan Pickford,GK,Everton,51.0,1.7466407,3.0,90.0,0,0,0,0
30,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,-0.017388284,0.0,0.0,0,0,0,3
30,447,Chris Wood,FWD,Nott'm Forest,72.0,0.1451858,0.0,0.0,0,0,0,1
30,473,Ross Stewart,FWD,Southampton,44.0,0.07536594,0.0,0.0,0,0,0,2
31,235,Jordan Pickford,GK,Everton,51.0,2.8451686,3.0,90.0,1,0,0,0
31,18,William Saliba,DEF,Arsenal,64.0,4.69746,2.0,90.0,1,0,0,0
31,350,Joško Gvardiol,DEF,Man City,61.0,4.2792583,9.0,90.0,1,0,0,0
31,533,Rayan Aït-Nouri,DEF,Wolves,48.0,3.037781,2.0,87.0,1,0,0,0
31,594,Noussair Mazraoui,DEF,Man Utd,42.0,2.5486164,7.0,90.0,1,0,0,0
31,231,Vitalii Mykolenko,DEF,Everton,44.0,2.109314,0.0,0.0,1,0,0,0
31,328,Mohamed Salah,MID,Liverpool,138.0,5.932595,2.0,90.0,1,1,0,0
31,366,Bruno Borges Fernandes,MID,Man Utd,86.0,4.0328383,3.0,90.0,1,0,0,0
31,99,Bryan Mbeumo,MID,Brentford,81.0,3.6270704,3.0,90.0,1,0,0,0
31,401,Alexander Isak,FWD,Newcastle,95.0,5.295458,2.0,71.0,1,0,1,0
31,447,Chris Wood,FWD,Nott'm Forest,71.0,0.44095945,0.0,0.0,1,0,0,0
31,443,Matz Sels,GK,Nott'm Forest,51.0,2.8207922,3.0,90.0,0,0,0,0
31,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.15548633,0.0,0.0,0,0,0,1
31,71,Justin Kluivert,MID,Bournemouth,62.0,0.017347686,0.0,0.0,0,0,0,3
31,473,Ross Stewart,FWD,Southampton,44.0,0.0639635,1.0,7.0,0,0,0,2
32,443,Matz Sels,GK,Nott'm Forest,51.0,3.7570114,3.0,90.0,1,0,0,0
32,409,Tino Livramento,DEF,Newcastle,46.0,14.6515212,16.0,360.0,1,0,0,0
32,211,Daniel Muñoz,DEF,Crystal Palace,52.0,12.9252196,-2.0,360.0,1,0,0,0
32,18,William Saliba,DEF,Arsenal,65.0,4.863265,2.0,90.0,1,0,0,0
32,350,Joško Gvardiol,DEF,Man City,62.0,4.4574656,1.0,90.0,1,0,0,0
32,402,Jacob Murphy,MID,Newcastle,52.0,15.2665854,38.0,276.0,1,0,1,0
32,199,Eberechi Eze,MID,Crystal Palace,68.0,12.2026274,12.0,270.0,1,0,0,0
32,328,Mohamed Salah,MID,Liverpool,138.0,5.8598237,6.0,84.0,1,0,0,0
32,366,Bruno Borges Fernandes,MID,Man Utd,86.0,3.659741,2.0,81.0,1,0,0,0
32,401,Alexander Isak,FWD,Newcastle,95.0,20.586720999999997,22.0,296.0,1,1,0,0
32,207,Jean-Philippe Mateta,FWD,Crystal Palace,78.0,14.0264816,4.0,200.0,1,0,0,0
32,235,Jordan Pickford,GK,Everton,51.0,2.528089,9.0,90.0,0,0,0,0
32,594,Noussair Mazraoui,DEF,Man Utd,42.0,1.9238533,0.0,77.0,0,0,0,1
32,151,Ângelo Gabriel Borges Damaceno,MID,Chelsea,45.0,0.03581568,0.0,0.0,0,0,0,3
32,473,Ross Stewart,FWD,Southampton,44.0,0.07323305,1.0,29.0,0,0,0,2
33,15,David Raya Martin,GK,Arsenal,56.0,18.923709799999997,14.0,360.0,1,0,0,0
33,18,William Saliba,DEF,Arsenal,66.0,19.954279,14.0,360.0,1,0,1,0
33,350,Joško Gvardiol,DEF,Man City,62.0,18.376004000000002,14.0,360.0,1,0,0,0
33,211,Daniel Muñoz,DEF,Crystal Palace,53.0,12.982983399999998,12.0,360.0,1,0,0,0
33,17,Bukayo Saka,MID,Arsenal,105.0,20.35824,4.0,172.0,1,1,0,0
33,345,Kevin De Bruyne,MID,Man City,93.0,15.858200400000001,10.0,354.0,1,0,0,0
33,54,Morgan Rogers,MID,Aston Villa,57.0,13.888883199999999,14.0,332.0,1,0,0,0
33,199,Eberechi Eze,MID,Crystal Palace,69.0,11.178555,20.0,214.0,1,0,0,0
33,755,Omar Marmoush,FWD,Man City,77.0,15.5875134,8.0,360.0,1,0,0,0
33,207,Jean-Philippe Mateta,FWD,Crystal Palace,78.0,13.7044636,20.0,168.0,1,0,0,0
33,58,Ollie Watkins,FWD,Aston Villa,89.0,13.558024,24.0,192.0,1,0,0,0
33,235,Jordan Pickford,GK,Everton,51.0,3.0284321,1.0,90.0,0,0,0,0
33,409,Tino Livramento,DEF,Newcastle,46.0,2.6905077,0.0,90.0,0,0,0,2
33,594,Noussair Mazraoui,DEF,Man Utd,42.0,2.5086083,2.0,90.0,0,0,0,3
33,402,Jacob Murphy,MID,Newcastle,52.0,2.794753,2.0,64.0,0,0,0,1
34,443,Matz Sels,GK,Nott'm Forest,51.0,3.7957864,1.0,90.0,1,0,0,0
34,339,Virgil van Dijk,DEF,Liverpool,66.0,4.671798,2.0,90.0,1,0,0,0
34,533,Rayan Aït-Nouri,DEF,Wolves,50.0,4.633145,11.0,76.0,1,0,0,0
34,70,Milos Kerkez,DEF,Bournemouth,53.0,3.909103,2.0,90.0,1,0,0,0
34,328,Mohamed Salah,MID,Liverpool,138.0,6.564745,8.0,90.0,1,1,0,0
34,99,Bryan Mbeumo,MID,Brentford,80.0,5.0133963,2.0,90.0,1,0,0,0
34,182,Cole Palmer,MID,Chelsea,106.0,4.824825,3.0,90.0,1,0,0,0
34,402,Jacob Murphy,MID,Newcastle,53.0,4.240631,6.0,66.0,1,0,0,0
34,401,Alexander Isak,FWD,Newcastle,96.0,5.6122136,6.0,76.0,1,0,1,0
34,541,Matheus Santos Carneiro Da Cunha,FWD,Wolves,70.0,4.1731224,15.0,88.0,1,0,0,0
34,447,Chris Wood,FWD,Nott'm Forest,70.0,4.082509,2.0,90.0,1,0,0,0
34,235,Jordan Pickford,GK,Everton,51.0,3.2324085,4.0,90.0,0,0,0,0
34,409,Tino Livramento,DEF,Newcastle,46.0,3.3634253,6.0,90.0,0,0,0,1
34,594,Noussair Mazraoui,DEF,Man Utd,42.0,2.1675913,2.0,74.0,0,0,0,2
34,742,David Moyes,MID,Everton,5.0,0.39985442,0.0,0.0,0,0,0,3
35,235,Jordan Pickford,GK,Everton,51.0,4.156644,2.0,90.0,1,0,0,0
35,350,Joško Gvardiol,DEF,Man City,63.0,4.277253,8.0,90.0,1,0,0,0
35,533,Rayan Aït-Nouri,DEF,Wolves,50.0,3.4878526,2.0,90.0,1,0,0,0
35,339,Virgil van Dijk,DEF,Liverpool,67.0,3.26552,6.0,90.0,1,0,0,0
35,99,Bryan Mbeumo,MID,Brentford,81.0,5.41189,5.0,90.0,1,1,0,0
35,328,Mohamed Salah,MID,Liverpool,138.0,5.3267956,2.0,90.0,1,0,1,0
35,182,Cole Palmer,MID,Chelsea,105.0,3.6510355,10.0,90.0,1,0,0,0
35,402,Jacob Murphy,MID,Newcastle,53.0,3.5825043,1.0,55.0,1,0,0,0
35,401,Alexander Isak,FWD,Newcastle,96.0,4.1545916,9.0,90.0,1,0,0,0
35,447,Chris Wood,FWD,Nott'm Forest,70.0,3.7706676,2.0,90.0,1,0,0,0
35,541,Matheus Santos Carneiro Da Cunha,FWD,Wolves,70.0,3.0496652,2.0,84.0,1,0,0,0
35,443,Matz Sels,GK,Nott'm Forest,51.0,3.1477513,1.0,90.0,0,0,0,0
35,409,Tino Livramento,DEF,Newcastle,46.0,2.7266533,2.0,90.0,0,0,0,1
35,594,Noussair Mazraoui,DEF,Man Utd,42.0,1.6960162,0.0,0.0,0,0,0,2
35,742,David Moyes,MID,Everton,5.0,0.4888667,5.0,0.0,0,0,0,3
36,443,Matz Sels,GK,Nott'm Forest,52.0,4.1306424,2.0,90.0,1,0,0,0
36,350,Joško Gvardiol,DEF,Man City,64.0,5.3252816,6.0,90.0,1,0,1,0
36,573,Nikola Milenković,DEF,Nott'm Forest,52.0,3.903432,1.0,90.0,1,0,0,0
36,533,Rayan Aït-Nouri,DEF,Wolves,51.0,3.7086854,1.0,90.0,1,0,0,0
36,339,Virgil van Dijk,DEF,Liverpool,67.0,3.484846,1.0,90.0,1,0,0,0
36,328,Mohamed Salah,MID,Liverpool,137.0,5.3341966,2.0,90.0,1,1,0,0
36,99,Bryan Mbeumo,MID,Brentford,82.0,5.3222256,6.0,90.0,1,0,0,0
36,182,Cole Palmer,MID,Chelsea,105.0,4.0868683,2.0,90.0,1,0,0,0
36,447,Chris Wood,FWD,Nott'm Forest,71.0,4.706921,8.0,90.0,1,0,0,0
36,541,Matheus Santos Carneiro Da Cunha,FWD,Wolves,71.0,4.121745,0.0,58.0,1,0,0,0
36,401,Alexander Isak,FWD,Newcastle,96.0,3.7185535,2.0,90.0,1,0,0,0
36,235,Jordan Pickford,GK,Everton,51.0,3.1833696,3.0,90.0,0,0,0,0
36,594,Noussair Mazraoui,DEF,Man Utd,42.0,2.252909,1.0,90.0,0,0,0,2
36,402,Jacob Murphy,MID,Newcastle,53.0,2.259634,5.0,90.0,0,0,0,1
36,742,David Moyes,MID,Everton,5.0,0.13755435,9.0,0.0,0,0,0,3
37,235,Jordan Pickford,GK,Everton,51.0,3.893949,6.0,90.0,1,0,0,0
37,350,Joško Gvardiol,DEF,Man City,65.0,4.673964,2.0,90.0,1,0,0,0
37,339,Virgil van Dijk,DEF,Liverpool,67.0,3.5181332,0.0,0.0,1,0,0,0
37,573,Nikola Milenković,DEF,Nott'm Forest,52.0,2.7206645,8.0,90.0,1,0,0,0
37,328,Mohamed Salah,MID,Liverpool,136.0,5.829379,2.0,90.0,1,1,0,0
37,182,Cole Palmer,MID,Chelsea,105.0,5.453275,2.0,90.0,1,0,1,0
37,99,Bryan Mbeumo,MID,Brentford,83.0,4.8672185,5.0,90.0,1,0,0,0
37,402,Jacob Murphy,MID,Newcastle,52.0,2.6880014,2.0,62.0,1,0,0,0
37,58,Ollie Watkins,FWD,Aston Villa,90.0,5.069769,5.0,85.0,1,0,0,0
37,447,Chris Wood,FWD,Nott'm Forest,72.0,3.6621854,2.0,90.0,1,0,0,0
37,541,Matheus Santos Carneiro Da Cunha,FWD,Wolves,71.0,2.9863486,1.0,23.0,1,0,0,0
37,443,Matz Sels,GK,Nott'm Forest,52.0,3.0030384,3.0,90.0,0,0,0,0
37,533,Rayan Aït-Nouri,DEF,Wolves,51.0,2.6547875,0.0,90.0,0,0,0,1
37,594,Noussair Mazraoui,DEF,Man Utd,42.0,1.5572487,1.0,90.0,0,0,0,2
37,742,David Moyes,MID,Everton,5.0,0.43010783,10.0,0.0,0,0,0,3
38,15,David Raya Martin,GK,Arsenal,56.0,4.3602457,2.0,90.0,1,0,0,0
38,350,Joško Gvardiol,DEF,Man City,65.0,4.7265825,8.0,90.0,1,0,0,0
38,339,Virgil van Dijk,DEF,Liverpool,67.0,3.4521465,1.0,90.0,1,0,0,0
38,573,Nikola Milenković,DEF,Nott'm Forest,52.0,2.7218413,2.0,90.0,1,0,0,0
38,328,Mohamed Salah,MID,Liverpool,136.0,6.2620215,10.0,90.0,1,1,0,0
38,182,Cole Palmer,MID,Chelsea,105.0,4.7973714,3.0,90.0,1,0,1,0
38,99,Bryan Mbeumo,MID,Brentford,83.0,3.9149413,8.0,90.0,1,0,0,0
38,402,Jacob Murphy,MID,Newcastle,52.0,2.7431374,2.0,69.0,1,0,0,0
38,58,Ollie Watkins,FWD,Aston Villa,92.0,4.5156665,2.0,90.0,1,0,0,0
38,447,Chris Wood,FWD,Nott'm Forest,72.0,3.2465982,2.0,90.0,1,0,0,0
